Queries:
Query:
Country of Operator/Owner	Current Official Name of Satellite	
Multinational	Eutelsat 113 West A	
Multinational	Eutelsat 117 West A	
Multinational	Eutelsat 117 West B	
Mexico	Mexsat-3	
Mexico	Mexsat-3	
Mexico	Painani-1	
Total Rows: 6
Query:
Current Official Name of Satellite	Class of Orbit	Launch Mass (kg.)	
Starlink-2604	LEO	260	
Starlink-2605	LEO	260	
Starlink-2606	LEO	260	
Starlink-2607	LEO	260	
Starlink-2608	LEO	260	
Starlink-2609	LEO	260	
Starlink-2610	LEO	260	
Starlink-2611	LEO	260	
Starlink-2612	LEO	260	
Starlink-2613	LEO	260	
Starlink-2614	LEO	260	
Starlink-2615	LEO	260	
Starlink-2616	LEO	260	
Starlink-2617	LEO	260	
Starlink-2618	LEO	260	
Starlink-2619	LEO	260	
Starlink-2620	LEO	260	
Starlink-2621	LEO	260	
Starlink-2622	LEO	260	
Starlink-2623	LEO	260	
Starlink-2624	LEO	260	
Starlink-2626	LEO	260	
Starlink-2627	LEO	260	
Starlink-2628	LEO	260	
Starlink-2629	LEO	260	
Starlink-2630	LEO	260	
Starlink-2631	LEO	260	
Starlink-2632	LEO	260	
Starlink-2633	LEO	260	
Starlink-2633	LEO	260	
Starlink-2634	LEO	260	
Starlink-2635	LEO	260	
Starlink-2636	LEO	260	
Starlink-2637	LEO	260	
Starlink-2639	LEO	260	
Starlink-2640	LEO	260	
Starlink-2641	LEO	260	
Starlink-2642	LEO	260	
Starlink-2643	LEO	260	
Starlink-2644	LEO	260	
Starlink-2645	LEO	260	
Starlink-2646	LEO	260	
Starlink-2647	LEO	260	
Starlink-2648	LEO	260	
Starlink-2649	LEO	260	
Starlink-2651	LEO	260	
Starlink-2652	LEO	260	
Starlink-2653	LEO	260	
Starlink-2654	LEO	260	
Starlink-2655	LEO	260	
Starlink-2657	LEO	260	
Starlink-2658	LEO	260	
Starlink-2659	LEO	260	
Starlink-2661	LEO	260	
Starlink-2666	LEO	260	
Starlink-2667	LEO	260	
Starlink-2672	LEO	260	
Starlink-2673	LEO	260	
Starlink-2674	LEO	260	
Starlink-2675	LEO	260	
Starlink-2680	LEO	260	
Starlink-2681	LEO	260	
Starlink-2682	LEO	260	
Starlink-2683	LEO	260	
Starlink-2684	LEO	260	
Starlink-2685	LEO	260	
Starlink-2686	LEO	260	
Starlink-2687	LEO	260	
Starlink-2688	LEO	260	
Starlink-2689	LEO	260	
Starlink-2690	LEO	260	
Starlink-2691	LEO	260	
Starlink-2692	LEO	260	
Starlink-2693	LEO	260	
Starlink-2695	LEO	260	
Starlink-2696	LEO	260	
Starlink-2697	LEO	260	
Starlink-2698	LEO	260	
Starlink-2699	LEO	260	
Starlink-2700	LEO	260	
Starlink-2701	LEO	260	
Starlink-2702	LEO	260	
Starlink-2703	LEO	260	
Starlink-2704	LEO	260	
Starlink-2705	LEO	260	
Starlink-2706	LEO	260	
Starlink-2707	LEO	260	
Starlink-2708	LEO	260	
Starlink-2709	LEO	260	
Starlink-2711	LEO	260	
Starlink-2712	LEO	260	
Starlink-2714	LEO	260	
Starlink-2715	LEO	260	
Starlink-2717	LEO	260	
Starlink-2719	LEO	260	
Starlink-2720	LEO	260	
Starlink-2722	LEO	260	
Starlink-2723	LEO	260	
Starlink-2725	LEO	260	
Starlink-2726	LEO	260	
Starlink-2727	LEO	260	
Starlink-2728	LEO	260	
Starlink-2729	LEO	260	
Starlink-2731	LEO	260	
Starlink-2732	LEO	260	
Starlink-2733	LEO	260	
Starlink-2734	LEO	260	
Starlink-2735	LEO	260	
Starlink-2736	LEO	260	
Starlink-2737	LEO	260	
Starlink-2738	LEO	260	
Starlink-2739	LEO	260	
Starlink-2740	LEO	260	
Starlink-2741	LEO	260	
Starlink-2742	LEO	260	
Starlink-2743	LEO	260	
Starlink-2745	LEO	260	
Starlink-2746	LEO	260	
Starlink-2748	LEO	260	
Starlink-2749	LEO	260	
Starlink-2750	LEO	260	
Starlink-2751	LEO	260	
Starlink-2752	LEO	260	
Starlink-2753	LEO	260	
Starlink-2754	LEO	260	
Starlink-2755	LEO	260	
Starlink-2756	LEO	260	
Starlink-2757	LEO	260	
Starlink-2758	LEO	260	
Starlink-2763	LEO	260	
Starlink-3003	LEO	260	
Starlink-3004	LEO	260	
Starlink-3005	LEO	260	
Starlink-3042 	LEO	260	
Starlink-3043 	LEO	260	
Starlink-3044 	LEO	260	
Starlink-3045 	LEO	260	
Starlink-3046 	LEO	260	
Starlink-3047 	LEO	260	
Starlink-3048 	LEO	260	
Starlink-3049 	LEO	260	
Starlink-3050 	LEO	260	
Starlink-3051 	LEO	260	
Starlink-3052 	LEO	260	
Starlink-3053 	LEO	260	
Starlink-3054 	LEO	260	
Starlink-3055 	LEO	260	
Starlink-3056 	LEO	260	
Starlink-3057 	LEO	260	
Starlink-3058 	LEO	260	
Starlink-3059 	LEO	260	
Starlink-3060 	LEO	260	
Starlink-3068 	LEO	260	
Starlink-3069 	LEO	260	
Starlink-3071 	LEO	260	
Starlink-3072 	LEO	260	
Starlink-3073 	LEO	260	
Starlink-3074 	LEO	260	
Starlink-3075 	LEO	260	
Starlink-3077 	LEO	260	
Starlink-3078 	LEO	260	
Starlink-3079 	LEO	260	
Starlink-3080 	LEO	260	
Starlink-3081 	LEO	260	
Starlink-3082 	LEO	260	
Starlink-3083 	LEO	260	
Starlink-3084 	LEO	260	
Starlink-3085 	LEO	260	
Starlink-3086 	LEO	260	
Starlink-3087 	LEO	260	
Starlink-3088 	LEO	260	
Starlink-3089 	LEO	260	
Starlink-3090 	LEO	260	
Starlink-3091 	LEO	260	
Starlink-3093 	LEO	260	
Starlink-3095 	LEO	260	
Starlink-3096 	LEO	260	
Starlink-3097 	LEO	260	
Starlink-3098 	LEO	260	
Starlink-3099 	LEO	260	
Starlink-3100 	LEO	260	
Starlink-3101 	LEO	260	
Starlink-3102 	LEO	260	
Starlink-3103 	LEO	260	
Starlink-3104 	LEO	260	
Starlink-3105 	LEO	260	
Starlink-3106 	LEO	260	
Starlink-3107 	LEO	260	
Starlink-3108 	LEO	260	
Starlink-3109 	LEO	260	
Starlink-3110 	LEO	260	
Starlink-3111 	LEO	260	
Starlink-3112 	LEO	260	
Starlink-3113 	LEO	260	
Starlink-3114 	LEO	260	
Starlink-3115 	LEO	260	
Starlink-3116 	LEO	260	
Starlink-3117 	LEO	260	
Starlink-3118 	LEO	260	
Starlink-3119 	LEO	260	
Starlink-3120 	LEO	260	
Starlink-3121 	LEO	260	
Starlink-3122 	LEO	260	
Starlink-3124 	LEO	260	
Starlink-3125 	LEO	260	
Starlink-3126 	LEO	260	
Starlink-3127 	LEO	260	
Starlink-3128 	LEO	260	
Starlink-3129 	LEO	260	
Starlink-3130 	LEO	260	
Starlink-3131 	LEO	260	
Starlink-3132 	LEO	260	
Starlink-3133 	LEO	260	
Starlink-3134 	LEO	260	
Starlink-3135 	LEO	260	
Starlink-3136 	LEO	260	
Starlink-3137 	LEO	260	
Starlink-3138 	LEO	260	
Starlink-3139 	LEO	260	
Starlink-3140 	LEO	260	
Starlink-3141 	LEO	260	
Starlink-3143 	LEO	260	
Starlink-3144 	LEO	260	
Starlink-3145 	LEO	260	
Starlink-3146 	LEO	260	
Starlink-3147 	LEO	260	
Starlink-3148 	LEO	260	
Starlink-3149 	LEO	260	
Starlink-3150 	LEO	260	
Starlink-3151 	LEO	260	
Starlink-3153 	LEO	260	
Starlink-3154 	LEO	260	
Starlink-3155 	LEO	260	
Starlink-3156 	LEO	260	
Starlink-3157 	LEO	260	
Starlink-3158 	LEO	260	
Starlink-3159 	LEO	260	
Starlink-3160 	LEO	260	
Starlink-3161 	LEO	260	
Starlink-3162 	LEO	260	
Starlink-3165 	LEO	260	
Starlink-3166 	LEO	260	
Starlink-3167 	LEO	260	
Starlink-3172 	LEO	260	
Starlink-3173 	LEO	260	
Starlink-3174 	LEO	260	
Starlink-3175 	LEO	260	
Starlink-3176 	LEO	260	
Starlink-3177 	LEO	260	
Starlink-3178 	LEO	260	
Starlink-3179 	LEO	260	
Starlink-3180 	LEO	260	
Starlink-3181 	LEO	260	
Starlink-3182 	LEO	260	
Starlink-3183 	LEO	260	
Starlink-3184 	LEO	260	
Starlink-3185 	LEO	260	
Starlink-3189 	LEO	260	
Starlink-3190 	LEO	260	
Starlink-3191 	LEO	260	
Starlink-3192 	LEO	260	
Starlink-3193 	LEO	260	
Starlink-3194 	LEO	260	
Starlink-3195 	LEO	260	
Starlink-3196 	LEO	260	
Starlink-3197 	LEO	260	
Starlink-3198 	LEO	260	
Starlink-3199 	LEO	260	
Starlink-3200 	LEO	260	
Starlink-3201 	LEO	260	
Starlink-3202 	LEO	260	
Starlink-3203 	LEO	260	
Starlink-3204 	LEO	260	
Starlink-3206 	LEO	260	
Starlink-3207 	LEO	260	
Starlink-3208 	LEO	260	
Starlink-3209 	LEO	260	
Starlink-3210 	LEO	260	
Starlink-3218 	LEO	260	
Starlink-3219 	LEO	260	
Starlink-3225 	LEO	260	
Starlink-3226 	LEO	260	
Starlink-3227 	LEO	260	
Starlink-3228 	LEO	260	
Starlink-3229 	LEO	260	
Starlink-3230 	LEO	260	
Starlink-3231 	LEO	260	
Starlink-3232 	LEO	260	
Starlink-3233 	LEO	260	
Starlink-3234 	LEO	260	
Starlink-3235 	LEO	260	
Starlink-3236 	LEO	260	
Starlink-3237 	LEO	260	
Starlink-3238 	LEO	260	
Starlink-3239 	LEO	260	
Starlink-3240 	LEO	260	
Starlink-3241 	LEO	260	
Starlink-3242 	LEO	260	
Starlink-3243 	LEO	260	
Starlink-3244 	LEO	260	
Starlink-3245 	LEO	260	
Starlink-3246 	LEO	260	
Starlink-3247 	LEO	260	
Starlink-3248 	LEO	260	
Starlink-3249 	LEO	260	
Starlink-3250 	LEO	260	
Starlink-3251 	LEO	260	
Starlink-3252 	LEO	260	
Starlink-3253 	LEO	260	
Starlink-3254 	LEO	260	
Starlink-3255 	LEO	260	
Starlink-3256 	LEO	260	
Starlink-3257 	LEO	260	
Starlink-3258 	LEO	260	
Starlink-3259 	LEO	260	
Starlink-3260 	LEO	260	
Starlink-3261 	LEO	260	
Starlink-3262 	LEO	260	
Starlink-3263 	LEO	260	
Starlink-3264 	LEO	260	
Starlink-3265 	LEO	260	
Starlink-3266 	LEO	260	
Starlink-3267 	LEO	260	
Starlink-3268 	LEO	260	
Starlink-3269 	LEO	260	
Starlink-3270 	LEO	260	
Starlink-3271 	LEO	260	
Starlink-3272 	LEO	260	
Starlink-3273 	LEO	260	
Starlink-3274 	LEO	260	
Starlink-3275 	LEO	260	
Starlink-3276 	LEO	260	
Starlink-3277 	LEO	260	
Starlink-3278 	LEO	260	
Starlink-3279 	LEO	260	
Starlink-3281 	LEO	260	
Starlink-3282 	LEO	260	
Starlink-3283 	LEO	260	
Starlink-3284 	LEO	260	
Starlink-3285 	LEO	260	
Starlink-3286 	LEO	260	
Starlink-3287 	LEO	260	
Starlink-3288 	LEO	260	
Starlink-3289 	LEO	260	
Starlink-3290 	LEO	260	
Starlink-3291 	LEO	260	
Starlink-3292 	LEO	260	
Starlink-3293 	LEO	260	
Starlink-3294 	LEO	260	
Starlink-3295 	LEO	260	
Starlink-3296 	LEO	260	
Starlink-3297 	LEO	260	
Starlink-3298 	LEO	260	
Starlink-3299 	LEO	260	
Starlink-3300 	LEO	260	
Starlink-3301 	LEO	260	
Starlink-3302 	LEO	260	
Starlink-3303 	LEO	260	
Starlink-3304 	LEO	260	
Starlink-3305 	LEO	260	
Starlink-3306 	LEO	260	
Starlink-3307 	LEO	260	
Starlink-3308 	LEO	260	
Starlink-3309 	LEO	260	
Starlink-3310 	LEO	260	
Starlink-3311 	LEO	260	
Starlink-3312 	LEO	260	
Starlink-3313 	LEO	260	
Starlink-3314 	LEO	260	
Starlink-3315 	LEO	260	
Starlink-3316 	LEO	260	
Starlink-3317 	LEO	260	
Starlink-3318 	LEO	260	
Starlink-3319 	LEO	260	
Starlink-3320 	LEO	260	
Starlink-3321 	LEO	260	
Starlink-3322 	LEO	260	
Starlink-3323 	LEO	260	
Starlink-3324 	LEO	260	
Starlink-3325 	LEO	260	
Starlink-3326 	LEO	260	
Starlink-3327 	LEO	260	
Starlink-3328 	LEO	260	
Starlink-3329 	LEO	260	
Starlink-3330 	LEO	260	
Starlink-3331 	LEO	260	
Starlink-3332 	LEO	260	
Starlink-3333 	LEO	260	
Starlink-3334 	LEO	260	
Starlink-3335 	LEO	260	
Starlink-3336 	LEO	260	
Starlink-3337 	LEO	260	
Starlink-3338 	LEO	260	
Starlink-3339 	LEO	260	
Starlink-3340 	LEO	260	
Starlink-3341 	LEO	260	
Starlink-3342 	LEO	260	
Starlink-3343 	LEO	260	
Starlink-3344 	LEO	260	
Starlink-3346 	LEO	260	
Starlink-3347 	LEO	260	
Starlink-3348 	LEO	260	
Starlink-3349 	LEO	260	
Starlink-3350 	LEO	260	
Starlink-3352 	LEO	260	
Starlink-3353 	LEO	260	
Starlink-3354 	LEO	260	
Starlink-3355 	LEO	260	
Starlink-3356 	LEO	260	
Starlink-3357 	LEO	260	
Starlink-3358 	LEO	260	
Starlink-3359 	LEO	260	
Starlink-3360 	LEO	260	
Starlink-3361 	LEO	260	
Starlink-3362 	LEO	260	
Starlink-3363 	LEO	260	
Starlink-3364 	LEO	260	
Starlink-3365 	LEO	260	
Starlink-3366 	LEO	260	
Starlink-3368 	LEO	260	
Starlink-3369 	LEO	260	
Starlink-3370 	LEO	260	
Starlink-3372 	LEO	260	
Starlink-3373 	LEO	260	
Starlink-3374 	LEO	260	
Starlink-3375 	LEO	260	
Starlink-3386 	LEO	260	
Starlink-3387 	LEO	260	
Starlink-3388 	LEO	260	
Starlink-3389 	LEO	260	
Starlink-3390 	LEO	260	
Starlink-3391 	LEO	260	
Starlink-3392 	LEO	260	
Starlink-3393 	LEO	260	
Starlink-3394 	LEO	260	
Starlink-3395 	LEO	260	
Starlink-3396 	LEO	260	
Starlink-3397 	LEO	260	
Starlink-3398 	LEO	260	
Starlink-3399 	LEO	260	
Starlink-3400 	LEO	260	
Starlink-3401 	LEO	260	
Starlink-3415 	LEO	260	
Starlink-3419 	LEO	260	
Starlink-3445 	LEO	260	
Starlink-3446 	LEO	260	
Starlink-3447 	LEO	260	
Starlink-3448 	LEO	260	
Starlink-3449 	LEO	260	
Starlink-3450 	LEO	260	
Starlink-3451 	LEO	260	
Starlink-3452 	LEO	260	
Starlink-3456 	LEO	260	
Starlink-3457 	LEO	260	
Starlink-3458 	LEO	260	
Starlink-3459 	LEO	260	
Starlink-3460 	LEO	260	
Starlink-3500 	LEO	260	
Starlink-3501 	LEO	260	
Starlink-3502 	LEO	260	
Starlink-3503 	LEO	260	
Starlink-3504 	LEO	260	
Starlink-3505 	LEO	260	
Starlink-3506 	LEO	260	
Starlink-3507 	LEO	260	
Starlink-3508 	LEO	260	
Starlink-3509 	LEO	260	
Starlink-3511 	LEO	260	
Starlink-3512 	LEO	260	
Starlink-3513 	LEO	260	
Starlink-3514 	LEO	260	
Starlink-3515 	LEO	260	
Starlink-3516 	LEO	260	
Starlink-3517 	LEO	260	
Starlink-3518 	LEO	260	
Starlink-3519 	LEO	260	
Starlink-3520 	LEO	260	
Starlink-3521 	LEO	260	
Starlink-3522 	LEO	260	
Starlink-3523 	LEO	260	
Starlink-3524 	LEO	260	
Starlink-3525 	LEO	260	
Starlink-3526 	LEO	260	
Starlink-3527 	LEO	260	
Starlink-3528 	LEO	260	
Starlink-3529 	LEO	260	
Starlink-3530 	LEO	260	
Starlink-3531 	LEO	260	
Starlink-3532 	LEO	260	
Starlink-3533 	LEO	260	
Starlink-3534 	LEO	260	
Starlink-3535 	LEO	260	
Starlink-3536 	LEO	260	
Starlink-3537 	LEO	260	
Starlink-3538 	LEO	260	
Starlink-3539 	LEO	260	
Starlink-3540 	LEO	260	
Starlink-3541 	LEO	260	
Starlink-3542 	LEO	260	
Starlink-3543 	LEO	260	
Starlink-3544 	LEO	260	
Starlink-3545 	LEO	260	
Starlink-3546 	LEO	260	
Starlink-3547 	LEO	260	
Starlink-3548 	LEO	260	
Starlink-3549 	LEO	260	
Starlink-3550 	LEO	260	
Starlink-3551 	LEO	260	
Starlink-3552 	LEO	260	
Starlink-3553 	LEO	260	
Starlink-3554 	LEO	260	
Starlink-3555 	LEO	260	
Starlink-3556 	LEO	260	
Starlink-3557 	LEO	260	
Starlink-3558 	LEO	260	
Starlink-3559 	LEO	260	
Starlink-3560 	LEO	260	
Starlink-3561 	LEO	260	
Starlink-3562 	LEO	260	
Starlink-3563 	LEO	260	
Starlink-3564 	LEO	260	
Starlink-3565 	LEO	260	
Starlink-3566 	LEO	260	
Starlink-3567 	LEO	260	
Starlink-3568 	LEO	260	
Starlink-3569 	LEO	260	
Starlink-3570 	LEO	260	
Starlink-3571 	LEO	260	
Starlink-3572 	LEO	260	
Starlink-3573 	LEO	260	
Starlink-3574 	LEO	260	
Starlink-3575 	LEO	260	
Starlink-3576 	LEO	260	
Starlink-3577 	LEO	260	
Starlink-3578 	LEO	260	
Starlink-3579 	LEO	260	
Starlink-3580 	LEO	260	
Starlink-3581 	LEO	260	
Starlink-3582 	LEO	260	
Starlink-3583 	LEO	260	
Starlink-3584 	LEO	260	
Starlink-3585 	LEO	260	
Starlink-3586 	LEO	260	
Starlink-3587 	LEO	260	
Starlink-3588 	LEO	260	
Starlink-3589 	LEO	260	
Starlink-3590 	LEO	260	
Starlink-3591 	LEO	260	
Starlink-3592 	LEO	260	
Starlink-3593 	LEO	260	
Starlink-3594 	LEO	260	
Starlink-3595 	LEO	260	
Starlink-3596 	LEO	260	
Starlink-3597 	LEO	260	
Starlink-3598 	LEO	260	
Starlink-3599 	LEO	260	
Starlink-36 	LEO	227	
Starlink-3600 	LEO	260	
Starlink-3601 	LEO	260	
Starlink-3602 	LEO	260	
Starlink-3603 	LEO	260	
Starlink-3604 	LEO	260	
Starlink-3605 	LEO	260	
Starlink-3606 	LEO	260	
Starlink-3607 	LEO	260	
Starlink-3608 	LEO	260	
Starlink-3609 	LEO	260	
Starlink-3610 	LEO	260	
Starlink-3611 	LEO	260	
Starlink-3612 	LEO	260	
Starlink-3613 	LEO	260	
Starlink-3614 	LEO	260	
Starlink-3615 	LEO	260	
Starlink-3616 	LEO	260	
Starlink-3617 	LEO	260	
Starlink-3618 	LEO	260	
Starlink-3619 	LEO	260	
Starlink-3620 	LEO	260	
Starlink-3621 	LEO	260	
Starlink-3622 	LEO	260	
Starlink-3623 	LEO	260	
Starlink-3624 	LEO	260	
Starlink-3625 	LEO	260	
Starlink-3626 	LEO	260	
Starlink-3627 	LEO	260	
Starlink-3628 	LEO	260	
Starlink-3629 	LEO	260	
Starlink-3630 	LEO	260	
Starlink-3631 	LEO	260	
Starlink-3632 	LEO	260	
Starlink-3633 	LEO	260	
Starlink-3634 	LEO	260	
Starlink-3635 	LEO	260	
Starlink-3636 	LEO	260	
Starlink-3637 	LEO	260	
Starlink-3638 	LEO	260	
Starlink-3639 	LEO	260	
Starlink-3640 	LEO	260	
Starlink-3641 	LEO	260	
Starlink-3642 	LEO	260	
Starlink-3643 	LEO	260	
Starlink-3644 	LEO	260	
Starlink-3645 	LEO	260	
Starlink-3646 	LEO	260	
Starlink-3647 	LEO	260	
Starlink-3648 	LEO	260	
Starlink-3649 	LEO	260	
Starlink-3650 	LEO	260	
Starlink-3651 	LEO	260	
Starlink-3652 	LEO	260	
Starlink-3653 	LEO	260	
Starlink-3654 	LEO	260	
Starlink-3655 	LEO	260	
Starlink-3656 	LEO	260	
Starlink-3657 	LEO	260	
Starlink-3658 	LEO	260	
Starlink-3659 	LEO	260	
Starlink-3660 	LEO	260	
Starlink-3661 	LEO	260	
Starlink-3663 	LEO	260	
Starlink-3664 	LEO	260	
Starlink-3665 	LEO	260	
Starlink-3666 	LEO	260	
Starlink-3667 	LEO	260	
Starlink-3668 	LEO	260	
Starlink-3669 	LEO	260	
Starlink-3670 	LEO	260	
Starlink-3671 	LEO	260	
Starlink-3672 	LEO	260	
Starlink-3673 	LEO	260	
Starlink-3674 	LEO	260	
Starlink-3675 	LEO	260	
Starlink-3677 	LEO	260	
Starlink-3678 	LEO	260	
Starlink-3679 	LEO	260	
Starlink-3680 	LEO	260	
Starlink-3681 	LEO	260	
Starlink-3682 	LEO	260	
Starlink-3684 	LEO	260	
Starlink-3685 	LEO	260	
Starlink-3686 	LEO	260	
Starlink-3687 	LEO	260	
Starlink-3688 	LEO	260	
Starlink-3689 	LEO	260	
Starlink-3690 	LEO	260	
Starlink-3691 	LEO	260	
Starlink-3692 	LEO	260	
Starlink-3694 	LEO	260	
Starlink-3695 	LEO	260	
Starlink-3696 	LEO	260	
Starlink-3697 	LEO	260	
Starlink-3698 	LEO	260	
Starlink-3699 	LEO	260	
Starlink-3700 	LEO	260	
Starlink-3701 	LEO	260	
Starlink-3702 	LEO	260	
Starlink-3703 	LEO	260	
Starlink-3704 	LEO	260	
Starlink-3705 	LEO	260	
Starlink-3706 	LEO	260	
Starlink-3707 	LEO	260	
Starlink-3708 	LEO	260	
Starlink-3709 	LEO	260	
Starlink-3711 	LEO	260	
Starlink-3712 	LEO	260	
Starlink-3713 	LEO	260	
Starlink-3714 	LEO	260	
Starlink-3715 	LEO	260	
Starlink-3716 	LEO	260	
Starlink-3717 	LEO	260	
Starlink-3718 	LEO	260	
Starlink-3720 	LEO	260	
Starlink-3721 	LEO	260	
Starlink-3722 	LEO	260	
Starlink-3723 	LEO	260	
Starlink-3724 	LEO	260	
Starlink-3725 	LEO	260	
Starlink-3726 	LEO	260	
Starlink-3727 	LEO	260	
Starlink-3728 	LEO	260	
Starlink-3729 	LEO	260	
Starlink-3730 	LEO	260	
Starlink-3732 	LEO	260	
Starlink-3733 	LEO	260	
Starlink-3734 	LEO	260	
Starlink-3735 	LEO	260	
Starlink-3736 	LEO	260	
Starlink-3737 	LEO	260	
Starlink-3738 	LEO	260	
Starlink-3739 	LEO	260	
Starlink-3740 	LEO	260	
Starlink-3742 	LEO	260	
Starlink-3743 	LEO	260	
Starlink-3744 	LEO	260	
Starlink-3745 	LEO	260	
Starlink-3746 	LEO	260	
Starlink-3747 	LEO	260	
Starlink-3748 	LEO	260	
Starlink-3749 	LEO	260	
Starlink-3750 	LEO	260	
Starlink-3751 	LEO	260	
Starlink-3752 	LEO	260	
Starlink-3753 	LEO	260	
Starlink-3754 	LEO	260	
Starlink-3755 	LEO	260	
Starlink-3756 	LEO	260	
Starlink-3758 	LEO	260	
Starlink-3759 	LEO	260	
Starlink-3760 	LEO	260	
Starlink-3761 	LEO	260	
Starlink-3762 	LEO	260	
Starlink-3764 	LEO	260	
Starlink-3765 	LEO	260	
Starlink-3766 	LEO	260	
Starlink-3767 	LEO	260	
Starlink-3768 	LEO	260	
Starlink-3769 	LEO	260	
Starlink-3771 	LEO	260	
Starlink-3772 	LEO	260	
Starlink-3773 	LEO	260	
Starlink-3775 	LEO	260	
Starlink-3776 	LEO	260	
Starlink-3777 	LEO	260	
Starlink-3778 	LEO	260	
Starlink-3779 	LEO	260	
Starlink-3780 	LEO	260	
Starlink-3781 	LEO	260	
Starlink-3782 	LEO	260	
Starlink-3783 	LEO	260	
Starlink-3784 	LEO	260	
Starlink-3785 	LEO	260	
Starlink-3786 	LEO	260	
Starlink-3787 	LEO	260	
Starlink-3788 	LEO	260	
Starlink-3789 	LEO	260	
Starlink-3790 	LEO	260	
Starlink-3791 	LEO	260	
Starlink-3792 	LEO	260	
Starlink-3793 	LEO	260	
Starlink-3795 	LEO	260	
Starlink-3796 	LEO	260	
Starlink-3797 	LEO	260	
Starlink-3798 	LEO	260	
Starlink-3799 	LEO	260	
Starlink-3800 	LEO	260	
Starlink-3801 	LEO	260	
Starlink-3802 	LEO	260	
Starlink-3803 	LEO	260	
Starlink-3804 	LEO	260	
Starlink-3805 	LEO	260	
Starlink-3806 	LEO	260	
Starlink-3807 	LEO	260	
Starlink-3808 	LEO	260	
Starlink-3810 	LEO	260	
Starlink-3811 	LEO	260	
Starlink-3812 	LEO	260	
Starlink-3814 	LEO	260	
Starlink-3815 	LEO	260	
Starlink-3816 	LEO	260	
Starlink-3817 	LEO	260	
Starlink-3818 	LEO	260	
Starlink-3819 	LEO	260	
Starlink-3820 	LEO	260	
Starlink-3821 	LEO	260	
Starlink-3822 	LEO	260	
Starlink-3823 	LEO	260	
Starlink-3824 	LEO	260	
Starlink-3826 	LEO	260	
Starlink-3827 	LEO	260	
Starlink-3829 	LEO	260	
Starlink-3830 	LEO	260	
Starlink-3831 	LEO	260	
Starlink-3834 	LEO	260	
Starlink-3837 	LEO	260	
Starlink-3838 	LEO	260	
Starlink-3841 	LEO	260	
Starlink-3843 	LEO	260	
Starlink-3847 	LEO	260	
Starlink-3848 	LEO	260	
Starlink-3849 	LEO	260	
Starlink-3850 	LEO	260	
Starlink-3851 	LEO	260	
Starlink-3852 	LEO	260	
Starlink-3853 	LEO	260	
Starlink-3874 	LEO	260	
Starlink-3876 	LEO	260	
Starlink-3877 	LEO	260	
Starlink-3880 	LEO	260	
Starlink-3889 	LEO	260	
Starlink-42 	LEO	227	
Starlink-50 	LEO	227	
Starlink-57 	LEO	227	
Starlink-58 	LEO	227	
Starlink-61	LEO	227	
Starlink-66 	LEO	227	
Starlink-68 	LEO	227	
Starlink-70 	LEO	227	
Starlink-71 	LEO	227	
Starlink-73 	LEO	227	
Starlink-79 	LEO	227	
Steamsat-1	LEO	5	
STORK-1	LEO	5	
STORK-2	LEO	5	
STORK-3	LEO	5	
STORK-4 	LEO	5	
STORK-5 (Marta)	LEO	5	
STPSat-6	GEO	"1,000"	
Cosmos 2385	LEO	225	
Cosmos 2386	LEO	225	
Cosmos 2390	LEO	225	
Cosmos 2391	LEO	225	
Cosmos 2400	LEO	225	
Cosmos 2401	LEO	225	
Cosmos 2408	LEO	225	
Cosmos 2409	LEO	225	
StriX ?	LEO	150	
StriX-a	LEO	150	
STSat-2C	LEO	93	
USA 205	LEO		
USA 208	LEO	"2,240"	
USA 209	LEO	"2,240"	
SUCHAI-3	LEO	4	
SUCHAI-4	LEO	4	
Sunstorm	LEO	4	
Suomi-100	LEO	1	
Superbird 7	GEO	"5,000"	
Superbird 8/DSN 1	GEO	"5,348"	
Superview 1-01	LEO	560	
Superview 1-02	LEO	560	
Superview 1-03	LEO	560	
Superview 1-04	LEO	560	
SWARM-A	LEO	468	
SWARM-B	LEO	468	
SWARM-C	LEO	468	
Swayam	LEO	1	
Swift	LEO	"1,463"	
SwissCube	LEO	1	
Syracuse 3A	GEO	"3,725"	
Syracuse 3B	GEO	"3,750"	
Syracuse 4A	GEO	"3,852"	
TacSat 4	Elliptical	450	
TacSat 6	LEO		
Taijing 2-01	LEO	70	
Taijing 3-01	LEO	240	
Taijing 4-01	LEO	350	
TanDEM-X	LEO	"1,350"	
Tangguo Guan	LEO	25	
Tango	Elliptical	"1,200"	
Tanker-001 Tenzing	LEO	35	
TanSat	LEO	620	
TAU-Sat 1	LEO	3	
TDO	Elliptical	20	
TDRS-10	GEO	"3,180"	
TDRS-11	GEO	"3,454"	
TDRS-12	GEO	"3,454"	
TDRS-13	GEO	"3,452"	
TDRS-3	GEO	"3,180"	
TDRS-5	GEO	"3,180"	
TDRS-6	GEO	"3,180"	
TDRS-7	GEO	"3,180"	
TDRS-8	GEO	"3,180"	
TDRS-9	GEO	"3,180"	
TechEdSat-13	LEO	4	
Technosat	LEO	18	
TecSAR	LEO	300	
TeikyoSat 4	LEO	52	
TeLEOS 1	LEO	400	
Telkom 3S	GEO	"3,550"	
Telstar 11N	GEO	"4,010"	
Telstar 12V	GEO	"4,900"	
Telstar 14R	GEO	"4,970"	
Telstar 18 Vantage	GEO	"7,060"	
